,B,B,B,D,D,D,pval.BD,padj.BD
ofav32062,-0.267831050463905,0.070148487916169,0.34946271602506,-0.679338503928336,-0.0315221447341653,0.110708966878195,0.835923389224025,NA
ofav34083,-0.170752674587587,0.168484119212477,0.16260548706605,0.129483397460498,0.066435280370827,0.0225679022792737,0.985690707463754,NA
ofav34542,-0.109254705820962,1.46427095576675,-0.510623154725092,0.254823126626847,0.207614276951588,0.445857343218846,0.991512158707962,NA
ofav35671,-0.170752674587587,0.168484119212477,0.16260548706605,0.129483397460498,0.066435280370827,0.0225679022792737,0.985690707463754,NA
ofav35744,-0.390008364077097,1.17786035412793,-1.71024550659847,-0.78306605824018,-0.0742785491866035,0.770847354773534,0.883571990538401,NA
ofav36275,-0.175480980217098,0.162491744945325,0.157482985730453,0.0213492788546734,0.0608231618396241,0.104864418169971,0.990202322378815,NA
ofav36619,0.0363006353215662,3.23581838023297,-0.225599253380139,-0.276183065770315,0.386251845639149,0.565258147684308,0.139691233762944,NA
ofav36783,-0.192290818764423,0.151453924068534,0.335613284930764,0.211530636029223,0.0480490089616568,-0.332273428466911,0.91486608177326,NA
ofav36863,-0.434585443563168,-0.0880631560585671,0.652076830184014,-1.19578431716618,-0.192303609095741,-0.571043388148281,0.507448461900091,NA
ofav37222,-0.301008422589265,0.0276460697581284,-0.320443661833738,-0.504838515739328,-0.0712194128106938,0.399913652481205,0.836248292111433,NA
ofav37804,0.771815003554901,0.170092165869198,0.913282496474759,-0.35484501855792,0.0447503662119483,-1.37563631239509,0.256497566682024,NA
ofav37933,0.950677569398381,0.387064025201623,0.206476540200195,0.0193821117368518,0.263379205649416,0.369649612895998,0.738035372741931,NA
ofav38022,-0.174567995874842,0.164246936389041,0.0534124218055116,0.21964630624094,0.0623250014702732,0.0190471965731679,0.927297700314234,NA
ofav38100,0.031293937165523,0.506145158292147,0.0520859760466048,0.00452348680067993,2.33465641931963,0.439595983153598,0.315547765041694,NA
ofav38287,-0.322785595005325,0.00633403499897817,-0.200932598518901,-0.720325801131988,-0.0926713697677209,0.3804987021628,0.900533366472946,NA
ofav38413,0.0461827495098718,3.241653221987,-0.531059887152017,0.354999055661076,0.396194200618857,0.318752996311566,0.17175464064701,NA
ofav38634,-0.0705761376270881,1.50598015095774,0.46343660207511,-0.25680831034761,0.246903138143652,0.251180804729576,0.546692378939282,NA
ofav39008,-0.175480980217098,0.162491744945325,0.157482985730453,0.0213492788546734,0.0608231618396241,0.104864418169971,0.990202322378815,NA
ofav39071,-0.231565116917306,0.108913504743366,-0.259050955085751,0.487416928090542,0.00649110061182923,-0.241272412884568,0.795769620847055,NA
ofav39253,-0.184258827576413,0.152857796379604,-0.0742563644384411,0.209916217709666,0.0514467446963234,0.096837935611447,0.871108554171859,NA
ofav39505,0.0324816989636598,0.507741494660865,0.543683936529899,-0.218484037032632,2.33716736079874,0.182348111969977,0.490665550803847,NA
ofav39667,-0.205740298422111,0.137607642581433,0.480072858852377,-0.123067009529369,0.0343220929640364,-0.217690317614436,0.794095935850021,NA
ofav43310,-0.219223554483431,0.114416784042413,0.0118768859466327,-0.269067829747117,0.0140514647151585,0.287122953763362,0.945350163651955,NA
ofav43735,-0.351601559229527,-0.00239686215071033,0.597555546699829,-0.122527818891192,-0.107444234682907,-1.12424011848331,0.674338024504773,NA
ofav43942,-0.216277739417843,0.122952325026213,-0.243465929049892,0.425295437225961,0.0209055105020291,-0.115687422360132,0.799315127725966,NA
ofav44055,-0.250323445780649,1.32376378539673,0.350330703620284,-1.57795884376884,0.0666586231581951,0.457658708561333,0.557153815009086,NA
ofav44205,-0.188954259964763,0.152770740277065,0.392009505397655,-0.091674023333766,0.0499734019128952,-0.0751664882406596,0.847259155750846,NA
ofav45390,-0.655299412186641,-0.30421064327033,0.697227694310237,-1.50650329443644,-0.409824780218488,-1.5304119781161,0.236874244609698,NA
ofav45611,-0.200818042719228,0.136305451851588,0.231934957585418,-0.253234163250546,0.0348923333575274,0.163795453890749,0.947908238073794,NA
ofav4594,-0.185492974160634,0.152898334354481,-0.0752938410044713,0.296824351373966,0.0511038334654459,0.00930738193233633,0.866874869656705,NA
ofav46525,-0.224456022245075,0.121274364937326,0.471224230902777,0.0908952880113008,0.0172721304832653,-0.517049035058719,0.806827640735614,NA
ofav46582,-0.335880002746656,0.0125667229655267,0.664112572787887,-0.387907166814584,-0.0922526374546178,-0.839911965873361,0.560439217328175,NA
ofav4693,1.75800938324573,0.504239756493395,0.412876140144361,0.0571991672273433,0.369870254427177,0.215733802795864,0.401494498844535,NA
ofav490,-0.229083563549302,0.114667611800894,0.537211894812267,-0.284633731760189,0.0112607616712621,-0.240214482758378,0.734006179127191,NA
ofav49647,-0.237947130416085,0.0939067563154829,-0.124456041423721,-0.286152208778933,-0.00592116454974068,0.333390610025411,0.889573190086351,NA
ofav51216,-0.216630282499275,0.128704904054166,0.401101353462183,0.193995918136573,0.0248215534182286,-0.50826876721501,0.864228293338878,NA
ofav5182,0.905094794285727,0.346105964497752,0.697748040043374,-0.365153908227096,0.221700352728678,0.00939995232319518,0.431210483556512,NA
ofav52022,0.929404829553891,0.358970503826908,0.030281519224976,0.677180185270344,0.234566513361554,-0.295961428437485,0.834968139950818,NA
ofav52359,-0.174567995874842,0.164246936389041,0.0534124218055116,0.21964630624094,0.0623250014702732,0.0190471965731679,0.927297700314234,NA
ofav52370,-0.178871729759249,0.161196870560251,0.0504109096991241,0.304346864084988,0.0588978085971689,-0.081044085215237,0.923019605497034,NA
ofav524,-0.250880376793656,0.0800650811071133,-0.410145983713654,-0.0358033648284705,-0.0194895671973278,0.296179367330065,0.75585426153385,NA
ofav5285,-0.0436127280191267,0.398815233328204,0.585227362154048,0.150331304697272,1.35942083756804,-0.1554073686265,0.895397240091825,NA
ofav53094,-0.234787358006093,0.106119477914666,0.453886385748546,-0.450744883043594,0.00356825884083531,-0.032179594000517,0.784647961571864,NA
ofav53209,-0.264730710178557,0.0794220628632658,0.578347042631299,-0.487437194040873,-0.024105595441838,-0.273475873106265,0.671822451847727,NA
ofav53427,-0.272202302417527,0.0674613026839799,0.423977157859801,-0.687899796316516,-0.0347159290634891,0.0261581811322177,0.782440729669125,NA
ofav56799,-0.264950650721533,0.0650858317091057,-0.286100762044123,-0.311180267109303,-0.0341953795951115,0.369101474356498,0.830624821047021,NA
ofav57457,-0.376351016448305,-0.0267665302904572,0.64124473749903,-0.273896484618582,-0.131928150555294,-1.15339460662123,0.60961521169248,NA
ofav59464,-0.178871729759249,0.161196870560251,0.0504109096991241,0.304346864084988,0.0588978085971689,-0.081044085215237,0.923019605497034,NA
ofav61489,-0.178871729759249,0.161196870560251,0.0504109096991241,0.304346864084988,0.0588978085971689,-0.081044085215237,0.923019605497034,NA
ofav62258,-0.226310655749949,0.118634087662391,0.541780878031585,-0.14185907947882,0.0148681897023165,-0.3679608690415,0.740069190330893,NA
ofav62533,0.957261932983944,0.39172076783885,0.562215020793851,0.0204071371894545,0.267416850572511,0.0398858474765037,0.556935976233682,NA
ofav62552,-0.226310655749949,0.118634087662391,0.541780878031585,-0.14185907947882,0.0148681897023165,-0.3679608690415,0.740069190330893,NA
ofav62857,-0.0983115872459639,1.47959350890943,-0.237331667800903,0.72296395034596,0.219439304865887,-0.215165708268105,0.923020449815782,NA
ofav6709,-0.172012614384683,0.168887602772388,0.259549488265708,0.129863268201007,0.0663383747477628,-0.0747609778987878,0.961614106014799,NA
ofav67424,1.76262865054491,0.509898430316142,0.416699095977921,0.227183948350554,0.375445988053091,0.0813858973596158,0.406636176416221,NA
ofav68001,-0.183172920460633,0.153087303530311,0.044489639073054,0.0138218310149402,0.0519338731417038,0.176689619648872,0.936152388930106,NA
ofav68400,-0.188134821939606,0.147691028064059,-0.0779177425468763,0.112056145665603,0.0466682655800984,0.17223034558793,0.875489589537733,NA
ofav7022,-0.175480980217098,0.162491744945325,0.157482985730453,0.0213492788546734,0.0608231618396241,0.104864418169971,0.990202322378815,NA
ofav71657,-0.187002830099632,0.149689938235105,0.146779968256446,-0.104971755409178,0.0484063903331906,0.174103492216067,0.994721452165249,NA
ofav72968,0.00179152526519688,1.67165582493293,-0.885638229975006,0.823480609226285,1.52583675517863,-0.000449503134728246,0.598651944892732,NA
ofav73603,-0.175979215229252,0.161566357082988,0.0514654802452707,0.123673987162918,0.060026269627422,0.104110509687353,0.931667177935626,NA
ofav73858,0.950677569398381,0.387064025201623,0.206476540200195,0.0193821117368518,0.263379205649416,0.369649612895998,0.738035372741931,NA
ofav7443,-0.238301156374059,0.0992375736534936,-0.428714117798816,0.405731936722554,-0.00230045551352524,-0.0368893355636973,0.733939934192639,NA
ofav74760,-0.259248710590722,0.0840863124736659,-0.141472878999008,0.538314893570955,-0.0191953511834953,-0.551892908379587,0.852431997294905,NA
ofav74801,0.915894333306864,0.348730100121865,-0.151212606370916,-0.0108198705097257,0.225469155253649,0.514807209510296,0.872923961402482,NA
ofav76585,0.0246119155432476,2.59277338131782,0.675780495646475,0.179187987764804,0.364585636329148,-0.40654376278393,0.16143964269808,NA
ofav77526,-0.0639959209429954,0.378430423587834,0.179791347394137,0.627381835588717,1.3390325173737,-0.362834038089625,0.644094359384086,NA
ofav7806,0.876944949774677,0.317700721572366,-0.361782949919391,-0.0303694417311623,0.194655165796612,0.559772997179091,0.947202634609652,NA
ofav78633,-0.29071647993906,0.0550202113249626,0.627134318858445,-0.516126656831266,-0.0489839195159914,-0.432018875526426,0.611589168576931,NA
ofav78978,2.64981850098085,0.439355887083194,0.358610368313566,0.579194563217231,0.294870220492342,-1.62802108528585,0.166494110295137,NA
ofav81826,-0.205740298422111,0.137607642581433,0.480072858852377,-0.123067009529369,0.0343220929640364,-0.217690317614436,0.794095935850021,NA
ofav8343,-0.301889126881269,1.26883842147749,-0.16805328450554,-1.63288830785937,0.0144163853904908,0.677977471486643,0.778510228159515,NA
ofav8495,-0.177610467595169,0.164517849773537,0.256860392599321,0.221277709885219,0.0615991859952761,-0.18910831747768,0.966346541465065,NA
ofav87207,0.955061530677216,0.390154366158713,0.0571524380469259,0.516731651377561,0.266055456894795,0.0395003468447852,0.824111067751113,NA
ofav88955,-0.281206888736575,0.0637251439560955,-0.0334134457588939,0.522295485737715,-0.0400369303792809,-0.759824150503484,0.90833874283133,NA
ofav9029,-0.183172920460633,0.153087303530311,0.044489639073054,0.0138218310149402,0.0519338731417038,0.176689619648872,0.936152388930106,NA
ofav90434,-0.0479834264161984,0.392806001548673,0.0225561879728766,0.147288301678113,1.34985399983356,0.372903851480274,0.584464171814763,NA
ofav9145,-0.234787358006093,0.106119477914666,0.453886385748546,-0.450744883043594,0.00356825884083531,-0.032179594000517,0.784647961571864,NA
ofav92875,-0.198202451466238,0.144734123348197,0.144032891757613,0.372435906033625,0.0415723204549309,-0.337297493487892,0.972386041063795,NA
ofav94011,-0.187002830099632,0.149689938235105,0.146779968256446,-0.104971755409178,0.0484063903331906,0.174103492216067,0.994721452165249,NA
ofav9613,-0.268201779337747,0.0680653729260469,0.265579645938912,-0.675938448499564,-0.0330901416179714,0.183843577904016,0.888285111693159,NA
ofav96338,-0.409187659326912,-0.0833520188053354,-0.390521607578256,-0.961320110779592,-0.181369537471219,0.343032824661285,0.86259428038696,NA
ofav96820,-0.37619401191171,-0.0328396125696907,0.564438404265398,-1.10682390904806,-0.136127104977357,-0.255869627177775,0.639498684985365,NA
ofav99764,0.950677569398381,0.387064025201623,0.206476540200195,0.0193821117368518,0.263379205649416,0.369649612895998,0.738035372741931,NA
ofav112786,-0.159398314223715,0.18493638192827,0.273863218063168,-0.0799067443557162,0.0813539977134481,0.204522090469753,0.975489780564411,NA
ofav114503,-0.145169192114455,0.202682879850234,0.289484264692755,0.253641472013342,0.0980424025157502,-0.0504202957369956,0.988907879711287,NA
ofav115029,1.13219745156756,0.516147503897024,1.05710719022021,-0.448121274255434,1.52554329261509,-0.32566936530072,0.447620341296518,NA
ofav117927,-0.216205871399001,0.132037485911158,0.556063849790779,-0.443123316834767,0.0272793025498197,-0.0128124758263764,0.75884895683846,NA
ofav118127,-0.159398314223715,0.18493638192827,0.273863218063168,-0.0799067443557162,0.0813539977134481,0.204522090469753,0.975489780564411,NA
ofav11857,0.12290057232482,4.63687611343142,0.441396600591173,-0.285596796166799,0.487816829036312,-0.47065015241671,0.00129900257654979,0.144960568776853
ofav119383,-0.1952788026207,0.154104704694238,0.573019962656736,-0.255683424370849,0.0490035426636652,-0.0964595972927509,0.762943127731771,NA
ofav122354,-0.14379338521887,0.202508925687417,0.191479802295914,0.252906528588253,0.0983346457683737,0.0489380512438824,0.95910381958684,NA
ofav122663,-0.428096257669207,-0.0969364657484562,-1.09778431182664,-0.465426279161025,-0.196555589776826,0.4613114651249,0.616726345311824,NA
ofav122729,-0.159325953763273,0.190430590220062,0.45169557030122,0.147919065264771,0.0852172117095818,-0.17708133047204,0.882279547950701,NA
ofav12377,-0.0381515706602305,1.54492175338019,0.197987818654679,0.662843391295394,0.280640074171859,-0.171474226233743,0.782549843122828,NA
ofav124891,0.0240213588798639,2.59496426843072,0.398362072954111,0.737805784924617,0.364395991464458,-0.688591503297971,0.282023137880502,NA
ofav125392,-0.15865416378101,0.187261545443371,0.364773000596934,-0.0805041397525469,0.0832035626166654,0.125174781237902,0.923903067872863,NA
ofav128607,-0.181551360369509,0.159949286598781,-0.211513132469651,0.217531201717631,0.0572194379393646,0.258837216793784,0.789983051683995,NA
ofav136535,-0.17855757246716,0.164163861339412,-0.209239038839868,0.307787076822839,0.0610667769272807,0.187714254393386,0.785735423414946,NA
ofav13736,1.7683247202202,0.508594005232186,0.763792832004982,0.223482842018446,0.373429328596275,-0.274403721994057,0.296615624977356,NA
ofav15289,-0.204268922436402,0.140862631658771,0.409957356800905,-0.425208813300636,0.0370405375147486,0.169539785096421,0.864148083268733,NA
ofav153693,0.967106969982461,0.397169172675067,0.753093920358258,0.170351818665576,0.271614308578517,-0.271287303604204,0.483064382482446,NA
ofav153745,-0.206943755318522,0.145780944192125,0.568727793481967,0.111273479746172,0.0396746884035915,-0.510914926564221,0.781294476083871,NA
ofav15777,-0.151688693415999,0.197688742342069,0.364600007400043,0.251288503484563,0.0925894067505494,-0.152535928255365,0.937934619162019,NA
ofav16637,-0.179460587451962,0.163673102893522,0.256553174220946,-0.236147582240576,0.0604520039232123,0.262583698216027,0.971146134307936,NA
ofav16826,-0.317835813661816,0.0248986181455044,0.323868058378959,-1.03062000249917,-0.0782023763109026,0.22784580219856,0.872830396142426,NA
ofav17783,-0.00457710732067562,0.438695512815475,0.223105316527786,0.449690721106749,1.40113505170027,0.172218411043679,0.627603746944106,NA
ofav18552,-0.165544854729559,0.177183078289728,0.170281457363302,-0.0854483551522458,0.0740840387915822,0.272949377734567,0.972286569816464,NA
ofav18726,-0.143415180099838,0.203278450884307,0.289334948824479,0.158439298813353,0.0989864544902506,0.0494109367114002,0.984402940800375,NA
ofav18826,-0.216205871399001,0.132037485911158,0.556063849790779,-0.443123316834767,0.0272793025498197,-0.0128124758263764,0.75884895683846,NA
ofav20555,-0.176309573418912,0.168424357900661,0.349404596403016,-0.234082034426383,0.0647218762022479,0.191619857157512,0.919574580381058,NA
ofav23640,-0.20983959755224,0.132078376305294,0.230963802425094,-0.426647994067959,0.0292229878304946,0.307048994750481,0.966979371053911,NA
ofav23948,-0.192178677632456,0.157192686185245,0.0443804026792953,0.531397427885545,0.0520951771481419,-0.337703333859707,0.889734224244493,NA
ofav25649,-0.16661717073503,0.17529425087231,-0.057773526033773,0.135199126252066,0.0724408334382003,0.271020810297784,0.853899980192905,NA
ofav25717,-0.17032629536777,0.179807864713596,0.519490919099813,0.0309245895594488,0.0744808921442274,-0.187502613663454,0.82587007589094,NA
ofav25785,1.22815858897213,1.78653233739577,0.474228808797769,0.424613212047716,0.476609684471532,0.109991461523515,0.346245528973151,NA
ofav26206,-0.033471002649074,0.409303528805829,-0.168097186088769,0.543889567345486,1.37066161077465,0.273756577278002,0.465624041979696,NA
ofav26961,-0.154087997538314,0.194532829695653,0.433895455807857,0.0568260206253863,0.0896610962473959,-0.0440811617964831,0.877210974844083,NA
ofav28832,-0.0469716862569813,1.53453407831801,0.59975264416237,-0.240447685734308,0.271504291036046,0.26721170626759,0.50900792959736,NA
ofav29590,2.30100997677904,0.542711445244167,0.565354459564567,-0.433098381276769,0.40208526304685,0.347626470757867,0.206890687113996,NA
ofav30614,-0.145169192114455,0.202682879850234,0.289484264692755,0.253641472013342,0.0980424025157502,-0.0504202957369956,0.988907879711287,NA
ofav30751,-0.16661717073503,0.17529425087231,-0.057773526033773,0.135199126252066,0.0724408334382003,0.271020810297784,0.853899980192905,NA
ofav31051,-0.147485704457622,0.200751509068014,0.377828523060409,0.156320143283056,0.0959951738731725,-0.0525598239159106,0.933124008832559,NA
ofav31349,-0.0575316485946833,0.434823595390943,0.759068274867603,-1.64841143142468,2.89770261340671,0.263646352204128,0.358759062730744,NA
ofav31560,-0.0244275831143179,1.64998356178842,1.13763318739216,-0.953707200694316,1.5049116138239,-0.431287527954897,0.298216951392321,NA
ofav31840,-0.17032629536777,0.179807864713596,0.519490919099813,0.0309245895594488,0.0744808921442274,-0.187502613663454,0.82587007589094,NA
ofav31885,0.998764524864214,0.435532745983001,0.373080606791288,0.331811381101802,0.310606521833839,0.196301548193083,0.717260343590323,NA
ofav32214,-0.0197016668453086,1.56100772576631,0.210904032326317,0.315412372695051,0.298613940915716,0.285395761997592,0.763892116845739,NA
ofav33650,-0.333249802127006,0.0198467719499173,0.738954938929798,-0.795587236912499,-0.0863713507362424,-0.480418823589743,0.518478858103056,NA
ofav33812,-0.164308330943333,0.181206607781484,-0.0563657317094532,0.402374878920399,0.0772691842952443,0.0304633813954098,0.841353118778099,NA
ofav34054,0.905134427096125,0.333204635146185,0.011045026248502,-0.41694215158624,0.209286781940003,0.655125399578167,0.819800409138555,NA
ofav34301,-0.230111535258143,0.119651056361962,0.615417252864844,-0.459679230351035,0.0144358586080467,-0.1272573201097,0.704016254720943,NA
ofav34376,-0.00342065884824932,0.440345056347829,0.49793259158657,0.323676960857997,1.40385520993009,0.033933350733658,0.782715705887821,NA
ofav34726,-0.130201672801228,0.344488093299418,-0.975646627500066,-0.626173384882368,2.22579886767923,0.895056223264811,0.141828077847351,NA
ofav35965,-0.0969770912101387,0.344275752952321,-0.218797315788919,-0.2583849285846,1.3023299267853,0.696609228619805,0.490521327322352,NA
ofav36614,-0.000631918174779145,0.442740035285223,0.371262876820077,0.325605425452169,1.40539524803314,0.175045033530551,0.708482371711076,NA
ofav36889,-0.248105972935163,0.0974216012918914,0.45359026493529,-0.67478460041823,-0.00651962319222073,0.13490092606523,0.810006196224362,NA
ofav37291,-0.235127539710555,0.103470000677446,0.00139518050421443,-0.448118299544462,0.00161346134345229,0.407783029633112,0.928215626113188,NA
ofav38506,-0.317835813661816,0.0248986181455044,0.323868058378959,-1.03062000249917,-0.0782023763109026,0.22784580219856,0.872830396142426,NA
ofav38598,-0.235127539710555,0.103470000677446,0.00139518050421443,-0.448118299544462,0.00161346134345229,0.407783029633112,0.928215626113188,NA
ofav39023,3.50405438945412,0.847929378586886,-0.0618696357613642,0.129050555331645,2.68792398939013,-0.0502578101857083,0.292103642828418,NA
ofav39456,-0.112827268710231,0.329849934794911,0.541487580717258,-0.85368301012967,1.2909966969961,0.432250933620302,0.879417141218946,NA
ofav39550,-0.165544854729559,0.177183078289728,0.170281457363302,-0.0854483551522458,0.0740840387915822,0.272949377734567,0.972286569816464,NA
ofav39599,-0.151688693415999,0.197688742342069,0.364600007400043,0.251288503484563,0.0925894067505494,-0.152535928255365,0.937934619162019,NA
