Gene_id	GO terms
ofav108817	GO:0005737;GO:0004799;GO:0006231;GO:0006235
ofav133252	GO:0005829;GO:0000784;GO:0005654;GO:0005634;GO:0070876;GO:0003723;GO:0003697;GO:0006974;GO:0006281;GO:0000724;GO:0007093;GO:0010212
ofav73199	GO:0016021;GO:0005743;GO:0070469;GO:0008137;GO:0042773
ofav38785	GO:0030014;GO:0016020
ofav30599	GO:0005829;GO:0070062;GO:0003839;GO:0042803;GO:0001836
ofav16085	
ofav21251	GO:0016324;GO:0005604;GO:0036064;GO:0005737;GO:0016021;GO:1990075;GO:0032391;GO:0001917;GO:0002142;GO:0032421;GO:0060171;GO:1990696;GO:0005518;GO:0017022;GO:0045184;GO:0035315;GO:0060113;GO:0048496;GO:0045494;GO:0050896;GO:0050953;GO:0007605;GO:0007601
ofav88442	GO:0035631;GO:0005938;GO:0005737;GO:0009898;GO:0005829;GO:1990604;GO:0045121;GO:0097057;GO:0000151;GO:0012506;GO:0005174;GO:0019899;GO:0042802;GO:0019901;GO:0019903;GO:0046625;GO:0031996;GO:0005164;GO:0031625;GO:0004842;GO:0008270;GO:0007250;GO:0006915;GO:0043623;GO:0071732;GO:0043066;GO:0034351;GO:2001238;GO:0043123;GO:1903721;GO:0032743;GO:0043507;GO:0051092;GO:0090073;GO:0051091;GO:0002726;GO:1903265;GO:0097300;GO:0051865;GO:0030163;GO:0051291;GO:0070207;GO:0070534;GO:0042981;GO:0051023;GO:0046328;GO:0007165;GO:0033209
ofav17400	GO:0016021;GO:0005886;GO:0005524;GO:0017127;GO:0046982;GO:0042803;GO:0034041;GO:0033344;GO:0055085
ofav42588	GO:0005576;GO:0042151
ofav50724	GO:0016021;GO:0043025;GO:0097730;GO:0005886;GO:0005216;GO:0050896
ofav44118	GO:0000794;GO:0005829;GO:0070062;GO:0005576;GO:0031674;GO:0031430;GO:0005859;GO:0005865;GO:0030018;GO:0051015;GO:0042805;GO:0005524;GO:0005509;GO:0005516;GO:0019899;GO:0042802;GO:0051371;GO:0002020;GO:0019901;GO:0043621;GO:0004674;GO:0004713;GO:0008307;GO:0097493;GO:0031433;GO:0060048;GO:0048739;GO:0003300;GO:0055008;GO:0055003;GO:0035995;GO:0007076;GO:0006936;GO:0030049;GO:0002576;GO:0050790;GO:0045859;GO:0051592;GO:0045214;GO:0048769;GO:0030241;GO:0030240;GO:0006941
ofav67470	GO:0016324;GO:0005794;GO:0016021;GO:0016020;GO:0005730;GO:0005634;GO:0030141;GO:0005385;GO:0006882;GO:0006824;GO:0061088;GO:0010043;GO:0006829
ofav54881	GO:1904115;GO:0031083;GO:0099078;GO:0030054;GO:0000139;GO:0005765;GO:0048471;GO:0030141;GO:0045202;GO:0008021;GO:0030672;GO:0000149;GO:0008089;GO:0048490;GO:0097352;GO:0034629;GO:0008333;GO:0006886;GO:1902774;GO:0007042;GO:0032418;GO:0032438;GO:0010977;GO:0031175;GO:0007269;GO:1902824;GO:0051604;GO:0043393;GO:0008090;GO:0016079;GO:0031629;GO:0016188;GO:0048489;GO:0072553;GO:0016032
ofav23409	GO:0005759;GO:0005524;GO:0006457
ofav75368	GO:0012505;GO:0005622;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0031338
ofav1848	GO:0005911;GO:0005801;GO:0005829;GO:0005634;GO:1990578;GO:0005942;GO:0005943;GO:0043234;GO:0046935;GO:0043125;GO:0005158;GO:0043560;GO:0005159;GO:0043548;GO:0035014;GO:0005068;GO:0030183;GO:0001678;GO:0032869;GO:0034644;GO:0008625;GO:0060396;GO:0008286;GO:0048009;GO:0008630;GO:0043066;GO:0001953;GO:0045671;GO:0051531;GO:0014065;GO:0046854;GO:0030335;GO:1900103;GO:0090004;GO:0046326;GO:2001275;GO:0033120;GO:0042993;GO:0045944;GO:0032760;GO:0006468;GO:0050821;GO:0046626;GO:0043551;GO:0051492;GO:0034976
ofav75244	GO:0060170;GO:0005929;GO:0005783;GO:0016021;GO:0005509;GO:0050982;GO:0003127;GO:0006811
ofav73276	GO:0005737;GO:0005783;GO:0005795;GO:0004843;GO:0016320;GO:0090168;GO:0007067;GO:0035871;GO:0071108;GO:0016567
ofav106375	GO:0009986;GO:0005829;GO:0016020;GO:0005886;GO:0005540;GO:0000086;GO:0030214
ofav39659	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351
ofav158688	GO:0005634;GO:0003677;GO:0003723;GO:0000978;GO:0001077;GO:0045944;GO:0006366
ofav34070	GO:0070062;GO:0016020;GO:0005509
ofav81184	GO:0031164;GO:0016021;GO:0005887;GO:0035381;GO:0015278;GO:0004931;GO:0015276;GO:0001614;GO:0070588;GO:0071476;GO:0006811;GO:0050848;GO:0033198
ofav63568	GO:0016939;GO:0007017
ofav45304	GO:0005737;GO:0050750
ofav151000	GO:0031012;GO:0005615;GO:0016607;GO:0005578;GO:0004222;GO:0008237;GO:0002020;GO:0008270;GO:0042742;GO:0006508
ofav83057	GO:0016323;GO:0016021;GO:0043231;GO:0005886;GO:0005524;GO:0015095;GO:0010960;GO:0015693
ofav80155	GO:0005829;GO:0070062;GO:0016020;GO:0070290;GO:0008270;GO:0009395
ofav8001	GO:0000139;GO:0016021;GO:0004559;GO:0030246;GO:0016799;GO:0004572;GO:0008270;GO:0006013;GO:0006491;GO:0006517;GO:0006486
ofav139351	GO:0005829;GO:0005576;GO:0070776;GO:0008270;GO:0043966;GO:0002576
ofav107453	GO:0005829;GO:0005634;GO:0005096;GO:0046580;GO:0007265;GO:0032005
ofav65421	GO:0016324;GO:0005938;GO:0005737;GO:0005829;GO:0005765;GO:0042470;GO:0005902;GO:0031477;GO:0032391;GO:0001917;GO:0001750;GO:0032420;GO:0045202;GO:1990435;GO:0051015;GO:0030898;GO:0043531;GO:0005524;GO:0005516;GO:0000146;GO:0030507;GO:0030048;GO:0060088;GO:0050957;GO:0042462;GO:0006886;GO:0007040;GO:0001845;GO:0051904;GO:0048563;GO:0050953;GO:0007605;GO:0007601
ofav56216	GO:0031429;GO:0034513;GO:0060216;GO:0006364;GO:0000454
ofav9632	GO:0016021;GO:0016020;GO:0043025;GO:0005886;GO:0005891;GO:0008331;GO:0046872;GO:0005245;GO:0007409;GO:0006874;GO:0048813;GO:0050908;GO:0086010;GO:0050856;GO:0060041;GO:0043029;GO:0007601
ofav120926	GO:0005576;GO:0005509;GO:0004222;GO:0008270;GO:0007378;GO:0009880;GO:0008586;GO:0007313;GO:0010629;GO:0030513;GO:0016485;GO:0006508;GO:0017015;GO:0007362;GO:0008293
ofav92690	GO:0016021
ofav112862	GO:0016021;GO:0005355
ofav36600	GO:0008180;GO:0005737;GO:0000790;GO:0005654;GO:0005634;GO:0034644;GO:0008284
ofav49956	GO:0015935;GO:0003723;GO:0003735;GO:0006412
ofav16491	GO:0005634;GO:0005524;GO:0003677;GO:0004386;GO:0046872;GO:0003700
ofav66935	GO:0005737;GO:0005829;GO:0005524;GO:0003676;GO:0051219;GO:0004674;GO:0002218;GO:0050830;GO:0051607;GO:0044565;GO:0045087;GO:0010629;GO:0018105;GO:0018107;GO:0043123;GO:0032727;GO:0045359;GO:0032728;GO:0045944;GO:1904417
ofav13713	GO:0016324;GO:0031526;GO:0030054;GO:0060170;GO:0043197;GO:0030426;GO:0005883;GO:0043005;GO:0043025;GO:0001917;GO:0001750;GO:0005886;GO:0014069;GO:0045211;GO:0048786;GO:0035255;GO:0030534;GO:0035640;GO:0007612;GO:0060292;GO:0060291;GO:0007613;GO:0051968;GO:0035176;GO:0007416;GO:0071625
ofav45241	GO:0005737;GO:0016607;GO:0005730;GO:0005654;GO:0005634;GO:0005689;GO:0005524;GO:0004004;GO:0003725;GO:0003723;GO:0003724;GO:0006397;GO:0000398;GO:0043279;GO:0009636;GO:0008380
ofav151487	GO:0005813;GO:0005737;GO:0005829;GO:0016607;GO:0005654;GO:0005634;GO:0016605;GO:0005524;GO:0004672;GO:0004674;GO:0003714;GO:0034333;GO:0009952;GO:0048596;GO:0060059;GO:0072577;GO:0097191;GO:0042771;GO:0061072;GO:0060235;GO:0000122;GO:0030182;GO:0008284;GO:0043388;GO:0006468;GO:0010803;GO:0010842;GO:0007224;GO:0006351
ofav6486	GO:0070062;GO:0043202;GO:0016787;GO:0016042
ofav19493	GO:0016021
ofav91095	GO:0005789;GO:0005887;GO:0043231;GO:0016020;GO:0005524;GO:0005388;GO:0046872;GO:0006874
ofav120498	GO:0005634;GO:0046872
ofav38009	GO:0005581;GO:0005578;GO:0005201;GO:0046872
ofav27231	GO:0005776;GO:0005789;GO:0005768;GO:0016021;GO:0043231;GO:0005770;GO:0031902;GO:0016020;GO:0000407;GO:0055037;GO:0005802;GO:0000045;GO:0044805;GO:0000422;GO:0034727;GO:0034497;GO:0015031;GO:0031667
ofav99127	GO:0045177;GO:0005930;GO:0005868;GO:0070062;GO:0005794;GO:0005874;GO:0031514;GO:0005886;GO:0005524;GO:0008569;GO:0008105;GO:0060271;GO:0060976;GO:0007368;GO:0009953;GO:0030326;GO:0030900;GO:0007030;GO:0007507;GO:0035721;GO:0030182;GO:1905515;GO:0045880;GO:0016485;GO:0021522
ofav58962	GO:0005737;GO:0005622;GO:0005634;GO:0005524;GO:0004683;GO:0035556;GO:0018105;GO:0018107
ofav118667	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351
ofav94416	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0003847;GO:0042802;GO:0047179;GO:0007420;GO:0016042;GO:0007283
ofav73327	GO:0000307;GO:0005737;GO:0005829;GO:0005925;GO:0005634;GO:0005886;GO:0004693;GO:0019901;GO:0007049;GO:0051301;GO:0000122;GO:0045737;GO:0001934;GO:0051726;GO:0042127;GO:0046626;GO:0007165;GO:0042098
ofav78088	GO:0005737;GO:0097352;GO:0032456
ofav25155	GO:1990597;GO:0030424;GO:0005913;GO:0044300;GO:0044301;GO:0005737;GO:0030425;GO:0030139;GO:0070062;GO:0031235;GO:0043025;GO:0032809;GO:1990032;GO:0005886;GO:0071889;GO:0098641;GO:0005123;GO:0005096;GO:0042802;GO:0019900;GO:0031434;GO:0031435;GO:0043548;GO:0036312;GO:0032266;GO:0070273;GO:0032403;GO:0042803;GO:0019901;GO:0051721;GO:0017124;GO:0035591;GO:0043184;GO:0007257;GO:0000185;GO:0001525;GO:0007049;GO:0021814;GO:0044257;GO:0071347;GO:0071222;GO:0071356;GO:0035924;GO:0008625;GO:0007252;GO:0006954;GO:0045087;GO:0070059;GO:0021819;GO:0016525;GO:0090090;GO:0035414;GO:0008285;GO:1903363;GO:0010596;GO:0010633;GO:0050680;GO:0010719;GO:0070373;GO:0048147;GO:0070317;GO:0034260;GO:0043124;GO:0043407;GO:0032088;GO:0043553;GO:0014067;GO:0001933;GO:0071901;GO:0046580;GO:0034144;GO:0000122;GO:0045892;GO:0030948;GO:1900747;GO:0048812;GO:0043065;GO:2001235;GO:0071158;GO:1900006;GO:0050679;GO:0046330;GO:0043507;GO:0043410;GO:2001224;GO:0010976;GO:1901800;GO:0045732;GO:0071902;GO:0090129;GO:0045944;GO:0038026;GO:0040008;GO:0043087;GO:0043122;GO:1900744;GO:0043254;GO:0043497;GO:0006986;GO:0035148;GO:0036324
ofav22955	GO:0000777;GO:0005829;GO:0000776;GO:0070776;GO:0035267;GO:0016604;GO:0005730;GO:0005654;GO:0043968;GO:0044154;GO:0043983;GO:0043981;GO:0043982;GO:1901796;GO:0006355;GO:0006351
ofav67428	GO:0016021;GO:0005741;GO:0043005;GO:0061564;GO:0000266;GO:0090149;GO:0031175;GO:0006810
ofav66688	GO:0005654;GO:0036459;GO:0016579;GO:0006511
ofav20457	GO:0005759;GO:0003995;GO:0050660;GO:0006552
ofav25000	GO:0005737;GO:0005524;GO:0031489;GO:0030295;GO:0019901;GO:0004674;GO:0004702;GO:0006974;GO:0006281;GO:0097194;GO:0031572;GO:0046330;GO:0032874;GO:0006468;GO:0051493
ofav62901	GO:0071013;GO:0005634;GO:0071014;GO:0000974;GO:0005681;GO:0045292
ofav39672	GO:0005737;GO:0003676;GO:0034605
ofav59349	GO:0005777;GO:0016811;GO:0033971;GO:0006144;GO:0019628
ofav19771	GO:0005666;GO:0016020;GO:0003682;GO:0003677;GO:0003899;GO:0046872;GO:0051607;GO:0045087;GO:0032728;GO:1903955;GO:1903146;GO:0006383
ofav44326	GO:0005737;GO:0005615;GO:0004519;GO:0020037;GO:0046872;GO:0004601;GO:0042744;GO:0055114;GO:0006979
ofav50694	GO:0005737;GO:0005829;GO:0005794;GO:0016020;GO:0005086;GO:0004842;GO:0021702;GO:0010507;GO:0050885;GO:0031175;GO:0006810
ofav17612	GO:0005789;GO:0042765;GO:0030176;GO:0016020;GO:0005886;GO:0016255;GO:0006506;GO:0046425
ofav46418	GO:0030659;GO:0000139;GO:0016021;GO:0007275;GO:0061357;GO:0030177;GO:0016055
ofav70560	GO:0005938;GO:0009986;GO:0005737;GO:0031410;GO:0060076;GO:0005576;GO:0005794;GO:0016021;GO:0005887;GO:0043231;GO:0016020;GO:0005654;GO:0005634;GO:0005886;GO:0016303;GO:0005524;GO:0017134;GO:0005007;GO:0008201;GO:0046934;GO:0042803;GO:0004713;GO:0005088;GO:0001525;GO:0009887;GO:0006915;GO:0007409;GO:0060348;GO:0030282;GO:0060349;GO:0060667;GO:0060670;GO:0060442;GO:0060445;GO:0048755;GO:0060449;GO:0045165;GO:0007267;GO:0048565;GO:0048701;GO:0048557;GO:0048568;GO:0048562;GO:0009880;GO:0048730;GO:0030855;GO:0060664;GO:0001837;GO:0008543;GO:0035603;GO:0060595;GO:0035602;GO:0035607;GO:0035604;GO:0022612;GO:0031069;GO:0001701;GO:0042472;GO:0032808;GO:0060601;GO:0060174;GO:0048286;GO:0030324;GO:0060463;GO:0060484;GO:0060615;GO:0000165;GO:0003149;GO:0048762;GO:0060915;GO:0060916;GO:0048333;GO:0030901;GO:0016331;GO:0035264;GO:0050680;GO:0000122;GO:0042476;GO:0021769;GO:0035265;GO:0030916;GO:0003148;GO:0018108;GO:0048015;GO:0090263;GO:0060045;GO:0045787;GO:0051781;GO:0008284;GO:0050679;GO:0060501;GO:0070374;GO:0043410;GO:0002053;GO:0010518;GO:0048661;GO:0045944;GO:0030177;GO:0009791;GO:0060527;GO:0060523;GO:0060512;GO:0046777;GO:0021860;GO:0060687;GO:0010453;GO:0070372;GO:0040036;GO:0060688;GO:0040014;GO:0045667;GO:0033688;GO:0014066;GO:0051150;GO:0008589;GO:0048608;GO:0048705;GO:0060529;GO:0001657;GO:0055010;GO:0021847
ofav146880	GO:0005622;GO:0035556;GO:0016567
ofav131810	GO:0002244
ofav125849	GO:0030425;GO:0005886;GO:0042383;GO:0008076;GO:0005250;GO:0044325;GO:0046872;GO:0061337;GO:0086009;GO:0086013;GO:0098915;GO:0071435;GO:0097623;GO:0006813;GO:0051260;GO:0086091;GO:0099625
ofav128686	GO:0030425;GO:0038037;GO:0038038;GO:0005887;GO:0005634;GO:0005886;GO:0014069;GO:0042734;GO:0004930;GO:0008066;GO:0000187;GO:0000186;GO:0007196;GO:0071257;GO:0007268;GO:0038042;GO:0007216;GO:0007186;GO:0007626;GO:0051482;GO:0051930;GO:0051966;GO:0019233
ofav119825	GO:0005737;GO:0005663;GO:0070062;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0003677;GO:0003689;GO:0003690;GO:0008047;GO:0043565;GO:0042769;GO:0006261;GO:0070987;GO:0042276;GO:0000122;GO:0006297;GO:0033683;GO:0006296;GO:0045893;GO:0000722;GO:0007004;GO:0006351;GO:0006283;GO:0019985
ofav100419	GO:0005634;GO:0003677;GO:0008270;GO:0006355;GO:0006351
ofav93377	GO:0022627;GO:0019843;GO:0003735;GO:0007420;GO:0043009;GO:0006412
ofav1838	GO:0005829;GO:0032021;GO:0016604;GO:0005654;GO:0005634;GO:0003682;GO:0034244;GO:0051571;GO:0045944;GO:0006351
ofav94612	GO:0005737;GO:0005777;GO:0005886;GO:0046872;GO:0004222;GO:0050829;GO:0008340;GO:1901143;GO:0045926;GO:0014067;GO:0045089;GO:0048638;GO:0046662;GO:0090062;GO:0002021
ofav68274	GO:0005666;GO:0005654;GO:0003677;GO:0003899;GO:0051607;GO:0045087;GO:0045089;GO:0032728;GO:0006383
ofav33888	GO:0003723
ofav147333	GO:0008270
ofav73625	GO:0005524;GO:0004674
ofav68156	GO:0030425;GO:0016020;GO:0043025;GO:0098793;GO:0005891;GO:0005524;GO:0005509;GO:0008331;GO:0008022;GO:0005245;GO:0070588;GO:0006816;GO:0007626;GO:0086010;GO:0007269;GO:0008217;GO:0051924;GO:0008016;GO:0048265
ofav137985	GO:0070939;GO:0005783;GO:0005789;GO:0007049;GO:0048193;GO:0015031;GO:0060628;GO:1902504
ofav156535	GO:0005789;GO:0016021;GO:0046872;GO:0008237
ofav104134	GO:0030424;GO:0005737;GO:0005829;GO:0070062;GO:0005739;GO:0043025;GO:0005886;GO:0070411;GO:0070412;GO:0061630;GO:0004842;GO:0030509;GO:0030154;GO:0061736;GO:0030279;GO:0030512;GO:0061734;GO:1903861;GO:2000060;GO:0043161;GO:0006611;GO:0034394;GO:0000209;GO:0071211;GO:0016567;GO:0042787;GO:0032801;GO:0061753;GO:0030579
ofav139423	GO:0046872
ofav28564	GO:0005622;GO:0005524;GO:0047325;GO:0052726;GO:0052725;GO:0016853;GO:0000287;GO:0032957
ofav42414	GO:0016021;GO:0005743;GO:0005739
ofav98399	GO:0005622;GO:0005096;GO:0046872;GO:0035556
ofav42798	GO:0005737;GO:0030426;GO:0016020;GO:0005089;GO:0048013;GO:0061002;GO:0043087;GO:0035023
ofav39828	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0042393;GO:0004842;GO:0008270;GO:0006974;GO:0006302;GO:0010390
ofav117466	GO:0016021;GO:0016020;GO:0005262;GO:0017112;GO:0050982
ofav74862	GO:0005814;GO:0005929;GO:0000922;GO:0016595;GO:0016594;GO:0016596
ofav40631	GO:0005576;GO:0008201;GO:0001974;GO:0060829;GO:2000054;GO:2000052;GO:0048919;GO:0002040;GO:0016055
ofav86806	GO:0097440;GO:0030014;GO:0030054;GO:0005737;GO:0030425;GO:1990124;GO:0043005;GO:0005634;GO:0014069;GO:0045211;GO:0045202;GO:0035925;GO:0003730;GO:0000166;GO:0043022;GO:0003723;GO:0035613;GO:0008135;GO:0000900;GO:0061158;GO:0071230;GO:0007616;GO:2000766;GO:1900248;GO:0000122;GO:0017148;GO:0060999;GO:1900365;GO:1900153;GO:0060213;GO:0045727;GO:0048793;GO:0060998;GO:0048167
ofav42534	GO:0016324;GO:0070062;GO:0016021;GO:0005886;GO:0008028;GO:0022803;GO:0015293;GO:0006915;GO:0006811;GO:0034356;GO:0006814
ofav154731	GO:0005737;GO:0016020;GO:0005524;GO:0004004;GO:0003723;GO:2000623;GO:0000956;GO:0006396
ofav134812	
ofav82089	GO:0005829;GO:0070062;GO:0005524;GO:0043295;GO:0004363;GO:0016594;GO:0000287;GO:0042277;GO:0042803;GO:0007568;GO:0006750;GO:0043200;GO:0046686;GO:0031667;GO:0034612;GO:0009410
ofav65452	GO:0005829;GO:0005789;GO:0005634;GO:0008195;GO:0003713;GO:0009062;GO:0006629;GO:0045944;GO:0006351;GO:0019432
ofav68014	GO:0015629;GO:0016324;GO:0070062;GO:0005925;GO:0005887;GO:0005886;GO:0005524;GO:0005518;GO:0038062;GO:0004714;GO:0031214;GO:0007155;GO:0035988;GO:0030199;GO:0038063;GO:0003416;GO:0030198;GO:0001503;GO:0018108;GO:0090091;GO:0010763;GO:0048146;GO:0045669;GO:0045860;GO:0051091;GO:0046777;GO:0030500;GO:0010715;GO:0007165
ofav30008	GO:0005622;GO:0017112;GO:0044257;GO:0008333
ofav135391	GO:0030136;GO:0005769;GO:0005794;GO:0016021;GO:0005654;GO:0032050;GO:0072583
ofav138968	GO:0016021;GO:0097225
ofav95097	GO:0005892;GO:0030054;GO:0045211;GO:0022848;GO:0098655;GO:0007274;GO:0035094;GO:0007271
ofav72919	GO:0005829;GO:0008013;GO:0005109;GO:0060070;GO:0032053;GO:0060271;GO:0035556;GO:0090179
ofav43533	GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0005741;GO:0005739;GO:0051020;GO:0004842;GO:0008270;GO:0090344;GO:0090141;GO:0051865;GO:0070585;GO:0000209;GO:0090140
ofav88729	GO:0005737;GO:0005524;GO:0004830;GO:0001525;GO:0006436
ofav86288	GO:0005794;GO:0000139;GO:0017119;GO:0006891;GO:0015031
ofav125180	GO:0044297;GO:0005737;GO:0030425;GO:0070062;GO:0000790;GO:0005654;GO:0005634;GO:0016589;GO:0048471;GO:0043565;GO:0008134;GO:0008270;GO:0009952;GO:0007420;GO:1990090;GO:0006338;GO:0016569;GO:0001892;GO:0007492;GO:0000122;GO:0045893;GO:0006355;GO:0009611;GO:0006351
ofav98408	GO:0016021;GO:0005886;GO:0005355;GO:0005366;GO:0005351;GO:0046323;GO:0035428
ofav36071	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
ofav149758	GO:0070062
ofav81704	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351
ofav31442	GO:0016021;GO:0005886;GO:0005496;GO:0003707;GO:0007275;GO:0048477;GO:0048545
ofav126713	GO:0016021;GO:0005743;GO:0005471;GO:0009061;GO:0015886;GO:0046902;GO:0055085
ofav45272	GO:0017109;GO:0030234;GO:0004357;GO:0035226;GO:0046982;GO:0007568;GO:0008637;GO:0044344;GO:0071372;GO:0071333;GO:0035729;GO:0097069;GO:0006534;GO:0006536;GO:0006750;GO:0035733;GO:2001237;GO:0043524;GO:0035229;GO:0050880;GO:0051900;GO:0014823;GO:0042493;GO:0044752;GO:0051409;GO:0007584;GO:0006979
ofav44567	GO:0005813;GO:0005737
ofav59762	GO:0005737;GO:0005524;GO:0004674;GO:0005089;GO:0035023
ofav146337	GO:0005737;GO:0005524;GO:0004674
ofav75194	GO:0001740;GO:0000784;GO:0005524;GO:0051276;GO:0009048;GO:0060821
ofav64010	GO:0016021
ofav44920	GO:0005887;GO:0015173;GO:0015349
ofav136565	GO:0005737;GO:0005829;GO:0005764;GO:0016020;GO:0048471;GO:0033596;GO:0071889;GO:0005096;GO:0019902;GO:0042803;GO:0031267;GO:0043276;GO:0030030;GO:0032869;GO:0046323;GO:0007507;GO:0048009;GO:0008285;GO:0045792;GO:0046627;GO:0014067;GO:0006469;GO:0051898;GO:0032007;GO:1904262;GO:0030178;GO:0001843;GO:0014065;GO:0050918;GO:0010508;GO:0016239;GO:0045944;GO:0006606;GO:0043491;GO:0008104;GO:0044861;GO:0051726;GO:0030100;GO:0046626;GO:0051056;GO:0001666
ofav75392	
ofav104341	GO:0043231;GO:0005759;GO:0005739;GO:0005654;GO:0004029;GO:0006068
ofav23686	GO:0005829;GO:0005925;GO:0016604;GO:0005654;GO:0005634;GO:0003677;GO:0046872;GO:0000981;GO:0003700;GO:0044212;GO:0006915;GO:1901653;GO:0008285;GO:0000122;GO:0045892;GO:0043065;GO:0000083;GO:0006351
ofav87610	
ofav72233	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
ofav40503	GO:0005929;GO:0030992;GO:0060271;GO:0042073;GO:0007224
ofav41379	GO:0005930;GO:0005737;GO:0070286;GO:0071973;GO:0060285
ofav78795	GO:0005737;GO:0031005;GO:0016810;GO:0051219;GO:0070997;GO:0097485
ofav121307	GO:0016607;GO:0005654;GO:0000445;GO:0000346;GO:0003723;GO:0031124;GO:0006406;GO:0006405;GO:0008380;GO:0006369;GO:0046784
ofav101005	GO:0005759;GO:0005739;GO:0005524;GO:0004821;GO:0042803;GO:0003723;GO:0006427
ofav107062	GO:0005829;GO:0005769;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0001919;GO:0031338
ofav49844	GO:0043231;GO:0005730;GO:0005634;GO:0042802;GO:0000166;GO:0003723;GO:0000398;GO:0048026
ofav44548	GO:0005783;GO:0016021;GO:0005509
ofav33492	GO:0005829;GO:0005768;GO:0005794;GO:0000139;GO:0005654;GO:0005802;GO:0016239;GO:0061635
ofav113171	GO:0005739;GO:0031406;GO:0051287;GO:0004777;GO:0009013;GO:0007417;GO:0009450;GO:0055114;GO:0006105
ofav107391	GO:0031965;GO:0005730;GO:0005654;GO:0005634;GO:0034388;GO:0032040;GO:0003723;GO:0030515;GO:0000462;GO:0006364
ofav51740	GO:0017101;GO:0005737;GO:0005829;GO:0097452;GO:0030529;GO:0016020;GO:0005524;GO:0004818;GO:0051020;GO:0004827;GO:0035613;GO:0071346;GO:0006424;GO:0017148;GO:0006433;GO:0006461;GO:0006418
ofav41709	GO:0031012;GO:0005578;GO:0046872;GO:0005102;GO:0007155;GO:0045087
ofav39594	GO:0004842;GO:0008270;GO:0016567
ofav12246	GO:0016021;GO:0016020;GO:0005262;GO:0005509;GO:0030246;GO:0050982
ofav17257	GO:0016021
ofav111315	GO:0005737;GO:0005829;GO:0008287;GO:0019888;GO:0032515;GO:0080163
ofav49849	GO:0005759;GO:0005654;GO:0003995;GO:0050660;GO:0006552
ofav18218	GO:0016591;GO:0070940
ofav12023	
ofav45664	GO:0005890;GO:0006813;GO:0006814
ofav16547	GO:0005794;GO:0005634;GO:0017112;GO:0032483
ofav63440	GO:0005929;GO:0005737;GO:0030286;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0007018
ofav79981	GO:0005737;GO:0005834;GO:0016020;GO:0001750;GO:0031683;GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0031826;GO:0001508;GO:0007188;GO:0009649;GO:0007213;GO:0060158;GO:0007603
ofav98167	GO:0005737;GO:0005829;GO:0032045;GO:0016020;GO:0005096;GO:0005089;GO:0006915;GO:0007596;GO:0016477;GO:0007010;GO:0038096;GO:0007229;GO:0006911;GO:0010634;GO:1900026;GO:0007165;GO:0007264;GO:0048010
ofav10848	GO:0005615;GO:0016021;GO:0043231;GO:0005634;GO:0048471;GO:0005886;GO:0005802;GO:0004181;GO:0032403;GO:0051721;GO:0008270;GO:0071352;GO:0006518;GO:0016485;GO:0006508
ofav59305	GO:0005737;GO:0005829;GO:0005759;GO:0005739;GO:0030272;GO:0005524;GO:0005542;GO:0046872;GO:0009396;GO:0035999;GO:0046653
ofav135912	GO:0005737;GO:0004844;GO:0006284
ofav98860	GO:0005524
ofav109349	GO:0005730;GO:0032040;GO:0003723;GO:0016569;GO:0000462;GO:0022008
ofav60755	GO:0005694;GO:0005634;GO:0003677;GO:0018024;GO:1990841;GO:0008270;GO:0090309;GO:0007265;GO:0006351
ofav15818	GO:0005730;GO:0005654;GO:0034388;GO:0032040;GO:0003723;GO:0030516;GO:0050896;GO:0001895;GO:0006364;GO:0007601
ofav18817	GO:0005813;GO:0000923;GO:0008275;GO:0016020;GO:0005874;GO:0005654;GO:0000922;GO:0043015;GO:0005200;GO:0051298;GO:0031122;GO:0051415;GO:0007126;GO:0090307
ofav39234	GO:0005779;GO:0005778;GO:0005777;GO:0043234;GO:0042803;GO:0050873;GO:0016559;GO:0016557;GO:0007031;GO:0044375;GO:0007165
ofav9555	GO:0030122;GO:0008289;GO:0008565;GO:0048268;GO:0006897;GO:0006886
ofav24379	GO:0005737;GO:0034657;GO:0005634;GO:0043161;GO:0042787
ofav11477	GO:0005576
ofav155037	GO:0005739;GO:0005654;GO:0005634;GO:0005667;GO:0003677;GO:0019904;GO:0000981;GO:0003712;GO:0003700;GO:0008134;GO:0006977;GO:0007507;GO:0045892;GO:1900740;GO:0045944;GO:0006357;GO:0006351
ofav55660	GO:0005096;GO:0046872
ofav61884	GO:0005739;GO:0005654;GO:0004047;GO:0008483;GO:0019464
