Gene_id	GO terms
ofav109903	GO:0070062;GO:0005622;GO:0005525;GO:0007264
ofav25925	GO:0005829;GO:0070062;GO:0005739;GO:0005777;GO:0004450;GO:0000287;GO:0051287;GO:0006103;GO:0006749;GO:0006097;GO:0006102;GO:0071071;GO:0060696;GO:0006979;GO:0006099
ofav76931	GO:0016020;GO:0032301;GO:0032302;GO:0000784;GO:0005634;GO:0043531;GO:0005524;GO:0016887;GO:0019237;GO:0003684;GO:0032181;GO:0003677;GO:0019899;GO:0000400;GO:0032137;GO:0000287;GO:0030983;GO:0032357;GO:0008022;GO:0042803;GO:0019901;GO:0032142;GO:0032143;GO:0003697;GO:0030183;GO:0019724;GO:0007050;GO:0006974;GO:0008340;GO:0006281;GO:0006302;GO:0007281;GO:0001701;GO:0031573;GO:0008630;GO:0042771;GO:0045190;GO:0043570;GO:0008584;GO:0006298;GO:0045910;GO:0043524;GO:0006119;GO:0051096;GO:0006301;GO:0010224;GO:0010165;GO:0016446;GO:0016447;GO:0002204
ofav45896	GO:0004252;GO:0016486
ofav75788	GO:0005737;GO:0005783;GO:0031090;GO:0070006;GO:0042277;GO:0008270;GO:0043171;GO:0006508
ofav141508	GO:0030424;GO:0045334;GO:0005905;GO:0005737;GO:0030425;GO:0005769;GO:0043025;GO:0055037;GO:0008934;GO:0052832;GO:0052833;GO:0034596;GO:0034595;GO:0042803;GO:0008344;GO:0014898;GO:0072583;GO:0048681;GO:0033137;GO:0042518;GO:0031161;GO:0046856;GO:0048015;GO:0001921;GO:2000145;GO:2001135;GO:0051896
ofav150454	GO:0042555;GO:0016020;GO:0000784;GO:0005654;GO:0005634;GO:0005524;GO:0003682;GO:0003678;GO:0003688;GO:0006260;GO:0006270;GO:0000082
ofav132205	GO:0005794;GO:0031902;GO:0005654;GO:0008289;GO:0045444;GO:0006869;GO:0010890
ofav66404	GO:0031461;GO:0019901;GO:0031625;GO:0000082;GO:0008284;GO:0045860;GO:0042787
ofav21136	GO:0000421;GO:0031410;GO:0016021;GO:0043231;GO:0005765;GO:0005654;GO:0032266;GO:0097352;GO:0006914
ofav71268	GO:0070062;GO:1990454;GO:0016529;GO:0030315;GO:0005891;GO:0046872;GO:0005245;GO:0086057;GO:0070588;GO:0061577;GO:0006816;GO:0060402;GO:0086002;GO:0086048;GO:1901843;GO:0051924;GO:0086091;GO:0098903;GO:0060307
ofav132879	GO:0005913;GO:0005829;GO:0005794;GO:0016607;GO:0048471;GO:0098641;GO:0051879;GO:0030154;GO:0061077;GO:0007517
ofav131260	GO:0009986;GO:0005829;GO:0048408;GO:0046872;GO:0004222;GO:0016477;GO:0008283;GO:0007528;GO:0051044;GO:0006508;GO:0052548
ofav46098	GO:0005829;GO:0070062;GO:0031012;GO:0005794;GO:0005887;GO:0016020;GO:0045121;GO:0005730;GO:0005634;GO:0005886;GO:0005509;GO:0042609;GO:0003677;GO:0019899;GO:0005154;GO:0017128;GO:0017124;GO:0001077;GO:0006953;GO:0006915;GO:0051607;GO:0045071;GO:0006659;GO:0017121;GO:0030168;GO:2000373;GO:0010628;GO:0045089;GO:0045944;GO:0060368;GO:0033003;GO:0035456
ofav57444	GO:0005737;GO:0000042
ofav46737	GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0005578;GO:0005509;GO:0005539;GO:0005178;GO:0050431;GO:0005024;GO:0030252;GO:0007275;GO:0006457;GO:0045595;GO:0001558;GO:0030162;GO:0017015;GO:0007179
ofav29414	GO:0005737;GO:0005829;GO:0005739;GO:0051538;GO:0050660;GO:0010181;GO:0016040;GO:0004355;GO:0005506;GO:0019676;GO:0006537;GO:0097054
ofav46750	GO:0005829;GO:0016020;GO:0005730;GO:0046872;GO:0003723;GO:0017124;GO:0008286
ofav79950	GO:0005813;GO:0005737;GO:0030496;GO:0072686;GO:1990023;GO:0097431;GO:0051301;GO:0007067;GO:0007346
ofav92875	GO:0005737;GO:0004161;GO:0004337;GO:0046872;GO:0006695;GO:0045337;GO:0033384
ofav43461	GO:0005623;GO:1902444;GO:0032217;GO:1904661;GO:1904657;GO:0032218
ofav38568	GO:0005737;GO:0005829;GO:0005794;GO:0034709;GO:0005654;GO:0005634;GO:0030374;GO:0008327;GO:0016274;GO:0060770;GO:0008284;GO:0006357;GO:0060528;GO:0000387
ofav25353	GO:0030425;GO:0016021;GO:0005770;GO:0031902;GO:0005765;GO:0005764;GO:0080025;GO:0097352;GO:0015031
ofav98047	GO:0000139;GO:0005622;GO:0005730;GO:0005654;GO:0005634;GO:0003682;GO:0046872;GO:0003714;GO:0003700;GO:0030851;GO:0008285;GO:0045820;GO:0000122;GO:0045892;GO:0032436;GO:1903715;GO:0001666;GO:0006351
ofav124494	GO:0016593;GO:0005634;GO:0000993;GO:0001076;GO:0007049;GO:0071222;GO:0001711;GO:0016570;GO:0006378;GO:0008285;GO:2000134;GO:0045638;GO:0000122;GO:0031442;GO:0032968;GO:0045944;GO:0030177;GO:0034402;GO:0019827;GO:0006368;GO:0016055
ofav72700	GO:0005737;GO:0005874;GO:0005524;GO:0003777;GO:0007018
ofav6711	GO:0016021;GO:0008289;GO:0016747;GO:0006869;GO:0007275
ofav24382	GO:0042995;GO:0005737;GO:0005887;GO:0005332;GO:0042165;GO:0005328;GO:0005215;GO:0007420;GO:0042493;GO:0006810
ofav31269	GO:0005737;GO:0031965;GO:0005654;GO:0016740;GO:0008270;GO:0007219;GO:0016567
ofav42621	GO:0003677;GO:0008270
ofav819	GO:0005737;GO:0043240;GO:0005634;GO:0006281;GO:0008585;GO:0008584;GO:0007140;GO:2000348;GO:0042127;GO:0050727;GO:0045589;GO:0051090
ofav80454	GO:0005737;GO:0030286;GO:0005874;GO:0031514;GO:0005524;GO:0016887;GO:0003777;GO:0030030;GO:0007018
ofav43573	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0005886;GO:0032587;GO:0030165;GO:0035091;GO:0043325;GO:0008209;GO:0050853;GO:0070301;GO:0045184;GO:0008210;GO:0060325;GO:0008585;GO:0033327;GO:0001553;GO:0035264;GO:0051898;GO:0060021;GO:0014065;GO:0048008;GO:0009791;GO:0031529;GO:0048705;GO:0007283
ofav28660	GO:0005642;GO:0005737;GO:0090543;GO:0043231;GO:0030529;GO:0005635;GO:0031965;GO:0005643;GO:0044613;GO:0031074;GO:0046930;GO:0000922;GO:0003682;GO:0005487;GO:0005543;GO:0030159;GO:0042169;GO:0017056;GO:0046966;GO:0043130;GO:0007569;GO:0008219;GO:0007166;GO:0031047;GO:0009755;GO:0075733;GO:0007067;GO:0007077;GO:0006406;GO:0043066;GO:0008285;GO:0042059;GO:0043407;GO:0043069;GO:0046580;GO:0045742;GO:0043123;GO:0045893;GO:0070208;GO:0006606;GO:0016925;GO:1900034;GO:0010827;GO:0042306;GO:0046578;GO:0009966;GO:0071426;GO:0006405;GO:0007283;GO:0006351;GO:0006409;GO:0016032;GO:0019083
ofav121354	GO:0008168;GO:0003676
ofav36252	GO:0002080;GO:0005737;GO:0016021;GO:0005639;GO:0043231;GO:0034993;GO:0005635;GO:0031965;GO:0005634;GO:0002081;GO:0005521;GO:0051642;GO:0090286;GO:0070197;GO:0006998;GO:0090292;GO:0021817;GO:0001503;GO:0009612;GO:0007283;GO:0007129
ofav54071	GO:0005743;GO:0042719;GO:0046872;GO:0008565;GO:0072321;GO:0045039
ofav58809	GO:0005581;GO:0070062;GO:0005615;GO:0005614;GO:0003723;GO:0007155;GO:0030199;GO:0048873;GO:0061050;GO:0003229
ofav46657	GO:0009986;GO:0005737;GO:0070062;GO:0005615;GO:0005925;GO:0005794;GO:0000139;GO:0005798;GO:0016021;GO:0016020;GO:0005634;GO:0097038;GO:0005886;GO:0014069;GO:0035579;GO:0070821;GO:0097197;GO:0004175;GO:0005178;GO:0046872;GO:0004222;GO:0008237;GO:0042803;GO:0019901;GO:0005102;GO:0007267;GO:0051089;GO:0048013;GO:0022617;GO:0001701;GO:0007229;GO:0006509;GO:0042117;GO:0007162;GO:0043312;GO:0007220;GO:0007219;GO:0051088;GO:0030307;GO:0030335;GO:0008284;GO:0010820;GO:0006468;GO:0016485;GO:0034612
ofav78479	GO:0005930;GO:0005813;GO:0036064;GO:0005737;GO:0030991;GO:0035091;GO:0071333;GO:1905705;GO:0071356;GO:0060271;GO:0035721;GO:0097421;GO:0010629;GO:0045019;GO:0043280;GO:0090200;GO:0061512;GO:0032496;GO:0009636
ofav129638	GO:0005509
ofav64521	GO:0005874;GO:0005524;GO:0003777;GO:0007018
ofav42544	GO:0005794;GO:0005796;GO:0000139;GO:0005634;GO:0019899;GO:0031625;GO:0007030;GO:0043001
ofav135546	GO:0005739;GO:0051965
ofav79009	GO:0005829;GO:0000178;GO:0016020;GO:0000176;GO:0005654;GO:0005634;GO:0000175;GO:0004519;GO:0005085;GO:0003723;GO:0071034;GO:0043928;GO:0043488;GO:0016075;GO:0006364
ofav40740	GO:0005615;GO:0030325;GO:0009653;GO:0032348;GO:1902613;GO:0090090;GO:2000065;GO:0045892;GO:0017015;GO:0016055
ofav69443	GO:0005622;GO:0005886;GO:0005525;GO:0007264
ofav108549	GO:0005737;GO:0010494;GO:0005829;GO:0005765;GO:0005764;GO:0005654;GO:0031931;GO:0071889;GO:0030674;GO:0032403;GO:0030295;GO:0019901;GO:0030291;GO:0001030;GO:0001031;GO:0001032;GO:0001156;GO:0016049;GO:0071230;GO:0031669;GO:0009267;GO:0046676;GO:0030307;GO:1900087;GO:0033138;GO:0010800;GO:0071902;GO:0032008;GO:0045945;GO:0010506;GO:0008361;GO:0001932;GO:0031929;GO:0038202
ofav68424	GO:0031410;GO:0030659;GO:0005829;GO:0005769;GO:0035091;GO:0006886;GO:1990126;GO:0007165
ofav37329	GO:0005737;GO:0015035;GO:0045454;GO:0006662
ofav64178	
ofav45056	GO:0016021;GO:0005886;GO:0015574;GO:0015771
ofav42390	GO:0016021
ofav87415	GO:0030424;GO:0031463;GO:0005737;GO:0005829;GO:0030425;GO:0005794;GO:0048471;GO:0016605;GO:0005802;GO:0019964;GO:0004842;GO:0006895;GO:0043066;GO:0043161;GO:1990390;GO:0015031;GO:0016567;GO:0035455
ofav40715	GO:0005829;GO:0005925;GO:0016477;GO:0048286;GO:0008284
ofav59914	GO:0030424;GO:0043194;GO:0043679;GO:0044300;GO:0031674;GO:0060987;GO:0005874;GO:0033268;GO:0005634;GO:0008021;GO:0030315;GO:0043196;GO:0030018;GO:0051020;GO:0032403;GO:0046982;GO:0006897;GO:0060988;GO:0043065;GO:0048711;GO:0045807;GO:0043547;GO:0071156;GO:0045664
ofav123547	GO:0005930;GO:0005737;GO:0035082;GO:0060294
ofav45695	GO:0042584;GO:0005829;GO:0005789;GO:0070062;GO:0005635;GO:0005886;GO:0005509;GO:0005544;GO:0048306;GO:0042802;GO:0003723;GO:0006914;GO:0008283;GO:0006874;GO:0009992;GO:0030855;GO:0007599;GO:0010629;GO:0008360;GO:0009651;GO:0035176
ofav27837	GO:0005789;GO:0031090;GO:0070330;GO:0101020;GO:0020037;GO:0005506;GO:0004497;GO:0016491
ofav13742	
ofav83123	GO:0005829;GO:0043204;GO:0047555;GO:0030552;GO:0030553;GO:0004118;GO:0046872;GO:0006198;GO:0046069;GO:0007165
ofav124009	GO:0016021;GO:0005743;GO:0005744;GO:0004721;GO:0004722;GO:0004725;GO:0006915;GO:0007006;GO:0006470;GO:0030150
ofav32989	GO:0070069;GO:0016021;GO:0005743;GO:0005746;GO:0005739;GO:0005634;GO:0004129;GO:0016627;GO:0045333;GO:0006784;GO:0006783;GO:1902600;GO:0006123;GO:0055114;GO:0008535;GO:0007585
ofav40292	GO:0005912;GO:0005923;GO:0030054;GO:0042995;GO:0005737;GO:0016020;GO:0005654;GO:0005634;GO:0005886;GO:0051393;GO:0005524;GO:0070997
ofav13074	GO:0005737;GO:0005634;GO:0000502;GO:0043248
ofav147059	
ofav34752	GO:0044297;GO:0005868;GO:0005881;GO:0005794;GO:0030426;GO:0001917;GO:0099503;GO:0005819;GO:0031681;GO:0030742;GO:0042802;GO:0003774;GO:0051301;GO:0000132;GO:0007067;GO:0070373;GO:0050768;GO:0010976;GO:0008277;GO:0006810
ofav13368	GO:0005829;GO:0070062;GO:0005576;GO:0005615;GO:1904813;GO:0005634;GO:0034774;GO:0003824;GO:0042802;GO:0032791;GO:0004655;GO:0008270;GO:0071353;GO:0071284;GO:0006783;GO:0043312;GO:0051260;GO:0006782;GO:0014823;GO:0010044;GO:0043200;GO:0046685;GO:0046686;GO:0032025;GO:0042493;GO:0045471;GO:0070542;GO:0051384;GO:0009635;GO:0001666;GO:0010212;GO:0010039;GO:0032496;GO:0046689;GO:0051597;GO:0006979;GO:0070541;GO:0010269;GO:0010266;GO:0033197;GO:0010043
ofav42477	GO:0030054;GO:0005615;GO:0031594
ofav16965	GO:0030127;GO:0005829;GO:0005789;GO:0012507;GO:0000139;GO:0016020;GO:0048471;GO:0005215;GO:0008270;GO:0019886;GO:0002474;GO:0035909;GO:0060088;GO:0021747;GO:0048208;GO:0060982;GO:0006888;GO:0006886;GO:0060463;GO:0001843;GO:0003151;GO:0061156;GO:1901301;GO:0090178;GO:0016192
ofav1967	GO:0005743;GO:0005739;GO:0008812;GO:0050660;GO:0019285
ofav74619	GO:0005813;GO:0005829;GO:0019894;GO:0005089;GO:0090630;GO:0051298;GO:0090307;GO:0022011;GO:0051496;GO:0035023
ofav37352	GO:0052855;GO:0005524;GO:0047453
ofav153077	GO:0005737;GO:0003723
ofav82400	GO:0005856
ofav147640	GO:0005737;GO:0008199;GO:0004322;GO:0006879;GO:0006826
ofav77915	GO:0005783;GO:0005576;GO:0005887;GO:0031902;GO:0005765;GO:0005764;GO:0005635;GO:0048471;GO:0015485;GO:0005319;GO:0008206;GO:0042632;GO:0008203;GO:0030301;GO:0007041;GO:0006486
ofav75594	GO:0009898;GO:0005783;GO:0005794;GO:0005887;GO:0005764;GO:0048471;GO:0005886;GO:0030133;GO:0005524;GO:0017134;GO:0005007;GO:0004713;GO:0061144;GO:0060385;GO:0060348;GO:0070977;GO:0030282;GO:0060349;GO:0061430;GO:0051216;GO:0030154;GO:0022010;GO:0090102;GO:0048546;GO:0072148;GO:0070371;GO:1902178;GO:0008543;GO:0030900;GO:0048839;GO:0060113;GO:0070307;GO:0002089;GO:0000165;GO:0002009;GO:0048712;GO:0008285;GO:0048640;GO:0050680;GO:0010629;GO:0045839;GO:0045879;GO:0000122;GO:0014003;GO:0038066;GO:0018108;GO:0030501;GO:0090263;GO:0045597;GO:0008284;GO:0071864;GO:0001938;GO:0070374;GO:0043410;GO:0090080;GO:0043525;GO:0050731;GO:0043552;GO:0010518;GO:0031398;GO:0042511;GO:0042517;GO:0036342;GO:0046777;GO:0046850;GO:0010712;GO:0030278;GO:0045670;GO:0048678;GO:0035019;GO:0021762
ofav42868	GO:0030659;GO:0005871;GO:0005874;GO:0005524;GO:0008574;GO:0016887;GO:0003777;GO:0005546;GO:0072386;GO:0072383;GO:0047496
ofav56063	GO:0030424;GO:0005813;GO:0005737;GO:0005829;GO:0030425;GO:0043197;GO:0005769;GO:0030426;GO:0030027;GO:0016020;GO:0043025;GO:0005634;GO:0014069;GO:0043234;GO:0001726;GO:0031982;GO:0005096;GO:0042802;GO:0042803;GO:0043539;GO:0017137;GO:0017112;GO:0048365;GO:0030676;GO:0007409;GO:0001662;GO:0008219;GO:0016197;GO:0007032;GO:0001701;GO:0007626;GO:0007041;GO:0007528;GO:0048812;GO:0043547;GO:0045860;GO:0051260;GO:0008104;GO:0016601;GO:0001881;GO:0051036;GO:0043087;GO:0035023;GO:0006979;GO:0035249;GO:0016050
ofav6391	GO:0005829;GO:0070062;GO:0005576;GO:1904813;GO:0005634;GO:0034774;GO:0004139;GO:0016052;GO:0046121;GO:0009264;GO:0046386;GO:0043312;GO:0006098
ofav79169	GO:0005794;GO:0000123;GO:0035267;GO:0005654;GO:0005634;GO:0030914;GO:0000812;GO:0005667;GO:0033276;GO:0016301;GO:0003713;GO:0003712;GO:0016578;GO:0043968;GO:0043967;GO:0007093;GO:0006355;GO:0006351
ofav67817	GO:0016021;GO:0005886;GO:0004983;GO:0007268;GO:0007631;GO:0007218
ofav30957	GO:0031012;GO:0005615;GO:0031982;GO:0070700;GO:0005125;GO:0008201;GO:0005160;GO:1905069;GO:0048646;GO:0009887;GO:0007411;GO:0030509;GO:0060445;GO:0048754;GO:0048593;GO:0048738;GO:0060411;GO:0051216;GO:0048468;GO:0071773;GO:0060710;GO:0048596;GO:0030326;GO:0009880;GO:0060272;GO:0003272;GO:0030855;GO:0001654;GO:0061384;GO:0030902;GO:0001822;GO:0048762;GO:0060485;GO:0001707;GO:0072136;GO:0072133;GO:0070487;GO:0045786;GO:0060548;GO:0008285;GO:0072125;GO:0043407;GO:0072040;GO:0045839;GO:0050768;GO:0045665;GO:0045746;GO:0042326;GO:0060686;GO:0045892;GO:0072134;GO:0021502;GO:0048812;GO:0042475;GO:0001503;GO:0007389;GO:0003344;GO:0060037;GO:0043065;GO:0030501;GO:0010942;GO:0045597;GO:1900006;GO:0034116;GO:1900106;GO:0045666;GO:0045669;GO:0010862;GO:0010800;GO:0045944;GO:0045893;GO:0034504;GO:0060687;GO:0043408;GO:0060393;GO:0032355;GO:0043434;GO:0033280;GO:0007435;GO:0060395;GO:0043401;GO:0035239;GO:0001657
ofav46468	GO:0005737;GO:0016020;GO:0005634;GO:0004871;GO:0035591;GO:0035556;GO:0030032;GO:0045840;GO:2000278
ofav93647	
ofav94185	GO:0005737;GO:0050480;GO:0046872;GO:0019556;GO:0019557
ofav89818	GO:0016021;GO:0005739;GO:0005778;GO:0005777;GO:0005524;GO:0042626;GO:0042803;GO:0006635;GO:0032000;GO:0042760;GO:0000038
ofav46311	GO:0009986;GO:0016021;GO:0005886;GO:0006915;GO:0007411;GO:0098742;GO:0021859;GO:2001222;GO:0007165
ofav36909	GO:0005737;GO:0004038;GO:0050897;GO:0016888;GO:0008270;GO:0000256;GO:0006145
ofav89648	GO:0005737;GO:0005829;GO:0005739;GO:0051538;GO:0050660;GO:0010181;GO:0016040;GO:0004355;GO:0005506;GO:0019676;GO:0006537;GO:0097054
ofav6622	GO:0005829;GO:0005654;GO:0005886;GO:0043666
ofav53566	GO:0005789;GO:0016021;GO:0102339;GO:0102340;GO:0102342;GO:0102341;GO:0004303;GO:0006703;GO:0006633
ofav38626	GO:0005829;GO:0016616;GO:0006760
ofav78347	GO:0016021;GO:0016020;GO:0008061;GO:0046872
ofav25928	GO:0005829;GO:0000932;GO:0019005;GO:0031625;GO:0022008;GO:0043161;GO:0042787;GO:0030162
ofav78024	GO:0043190;GO:0005739;GO:0005524;GO:0042626;GO:0005215;GO:0006935;GO:0031154;GO:0006972;GO:0006810
ofav80170	GO:0005776;GO:0005814;GO:0005813;GO:0005829;GO:0005769;GO:0031901;GO:0000145;GO:0043231;GO:0071437;GO:0055037;GO:0055038;GO:0071203;GO:0043014;GO:0043015;GO:0031625;GO:0034314;GO:0002468;GO:0016197;GO:0006887;GO:0022617;GO:0010507;GO:0043553;GO:0001556;GO:0040038;GO:0030335;GO:0031274;GO:0034394;GO:0050776;GO:0031396;GO:0042147;GO:1990126;GO:0090306;GO:0042098
ofav45334	GO:0005578;GO:0005509;GO:0004222;GO:0008270;GO:0030574
ofav124447	GO:0000785;GO:0005737;GO:0016020;GO:0031965;GO:0005634;GO:0003682;GO:0003723;GO:0001955;GO:0042742;GO:0007492;GO:0045087;GO:0051151;GO:0045787;GO:1900087;GO:0043123;GO:1900245;GO:1900246;GO:0006275
ofav103270	GO:0071013;GO:0005737;GO:0016604;GO:0005654;GO:0005681;GO:0005524;GO:0004004;GO:0042802;GO:0003723;GO:0000398
ofav46088	GO:0005576;GO:0016020
ofav78905	GO:0016323;GO:0005829;GO:0070062;GO:0005615;GO:0005654;GO:0016404;GO:0003824;GO:0051287;GO:0070403;GO:0004957;GO:0097070;GO:0007565;GO:0001822;GO:0045786;GO:0030728;GO:0007567;GO:0043065;GO:1904707;GO:0006693;GO:0032355;GO:0045471;GO:0032496;GO:0070493;GO:0007179
ofav62871	GO:0005737;GO:0005829;GO:0005634;GO:0006915;GO:0001942;GO:0035329;GO:0060575;GO:0030216;GO:0060487;GO:0060044;GO:0050680;GO:0043065;GO:0045600;GO:0051091;GO:0050821;GO:0046620;GO:2000036;GO:0060412
ofav77994	GO:0005929;GO:0005737;GO:0005874;GO:0005524;GO:0016874;GO:0051013;GO:0018095
ofav31121	GO:0022627;GO:0003723;GO:0003735;GO:0000028;GO:0006412
ofav67325	GO:0005737;GO:0005730;GO:0003677;GO:0003887;GO:0046872;GO:0004652;GO:0003723;GO:0051301;GO:0071044;GO:0007067;GO:0006397;GO:0006364
ofav11711	GO:0070062;GO:0005576;GO:0005615;GO:0005887;GO:0046872;GO:0005102;GO:0006919;GO:0097296;GO:0006915;GO:0007166;GO:0007267;GO:0006955;GO:0008584;GO:1902042;GO:0043065;GO:0043280;GO:2001238;GO:0043123;GO:0090200;GO:1902041;GO:0032868;GO:0007165
ofav42789	GO:0016049;GO:0016567;GO:0050807
ofav41107	GO:0036126;GO:0004550;GO:0060271;GO:0006241;GO:0003351;GO:0006183;GO:1902176;GO:0009116;GO:0007286;GO:0007283;GO:0006228;GO:0021591
ofav55494	GO:0070062;GO:0005654;GO:0005634;GO:0017053;GO:0003677;GO:0003676;GO:0000166;GO:0003723;GO:0001085;GO:0001191;GO:0000398;GO:0000122;GO:0045892;GO:0007219;GO:0050769;GO:0006351;GO:0016032
ofav34220	GO:0005737;GO:0005829;GO:0016020;GO:0005730;GO:0016887;GO:0004842;GO:0008270;GO:0001525;GO:2000051;GO:0051865;GO:0051260;GO:0016567;GO:0002040;GO:0006511
ofav41356	GO:0005737;GO:0005856;GO:0003779;GO:0005509;GO:0051693;GO:0030043;GO:0030041;GO:0051014;GO:0045010;GO:0007275
ofav84886	GO:0005737;GO:0005829;GO:0030425;GO:0043197;GO:0005769;GO:0030027;GO:0014069;GO:0043234;GO:0001726;GO:0031982;GO:0042803;GO:0043539;GO:0017137;GO:0017112;GO:0030676;GO:0001662;GO:0016197;GO:0007626;GO:0007528;GO:0048812;GO:0043547;GO:0045860;GO:0008104;GO:0001881;GO:0051036;GO:0043087;GO:0035023;GO:0006979;GO:0035249;GO:0016050
ofav31686	GO:0005813;GO:0005737;GO:0016020;GO:0000790;GO:0005654;GO:0005634;GO:0016581;GO:0043234;GO:0032993;GO:0005524;GO:0004003;GO:0003677;GO:0004407;GO:0042826;GO:0001103;GO:0008270;GO:0043044;GO:0000122;GO:1901796;GO:0006357;GO:0051225;GO:0072553;GO:0006351
ofav82645	GO:0016021;GO:0016020;GO:0022890;GO:0015299
ofav40072	GO:0016021;GO:0005509;GO:0007160
ofav120686	GO:0005634;GO:0019005;GO:0004842;GO:0009734;GO:0071365;GO:0010311;GO:0051781;GO:0016567;GO:0031146
ofav20071	GO:0005581;GO:0005576;GO:0005578;GO:0007155
ofav39138	GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0031588;GO:0005634;GO:0043531;GO:0016208;GO:0004679;GO:0005524;GO:0004672;GO:0019901;GO:0006633;GO:0061024;GO:0007005;GO:0010628;GO:0006468;GO:1902593
ofav157754	GO:0005730;GO:0005681;GO:0005689;GO:0089701;GO:0046872;GO:0000166;GO:0030628;GO:0000398;GO:0000245
ofav41457	GO:0016021
ofav69982	GO:0016021;GO:0005886;GO:1990080;GO:0008227;GO:0001594;GO:0001662;GO:0007635;GO:0007606
ofav76599	GO:0005789;GO:0016021;GO:0005741;GO:0005634;GO:0005778;GO:0005524;GO:0102391;GO:0004467;GO:0042803;GO:0032869;GO:0015908;GO:0001676;GO:0048666;GO:0008654;GO:0010976;GO:0010747;GO:0010867;GO:0009629;GO:0001666;GO:0007584;GO:0048545;GO:0006641
ofav107237	GO:0016235;GO:0030122;GO:0016324;GO:0009925;GO:0005913;GO:0060170;GO:0030132;GO:0005905;GO:0030136;GO:0005829;GO:0031901;GO:0043231;GO:0016020;GO:0005886;GO:0098641;GO:0005509;GO:0042802;GO:0031593;GO:0048268;GO:0032456;GO:0006895;GO:0001921;GO:0015031;GO:0019065;GO:0042127;GO:0046718
ofav52518	GO:0005739;GO:0035267;GO:0005654;GO:0000812;GO:0043968;GO:0043967;GO:0045944;GO:0040008;GO:0006351
ofav40394	GO:0030877;GO:0044297;GO:0005737;GO:0005829;GO:0070062;GO:0043005;GO:0005641;GO:0005654;GO:0005634;GO:0007568;GO:0055007;GO:0071277;GO:0007507;GO:0060548;GO:0045740;GO:0060416
ofav37499	GO:0070062;GO:0000139;GO:0005886;GO:0005525;GO:0072600;GO:0007264
ofav67118	GO:0005730
ofav12341	GO:0005654;GO:0005634;GO:0000812;GO:0003682;GO:0042826;GO:0046872;GO:0031491;GO:0043486;GO:0070317;GO:0000122;GO:0031063;GO:0042129
ofav51709	GO:0005737;GO:0005794;GO:0005654;GO:0005886;GO:0000159;GO:0003700;GO:0000122;GO:0045892;GO:0045944
ofav12984	GO:0005737;GO:0005829;GO:0070062;GO:0005634;GO:0010698;GO:0048487;GO:0003677;GO:0008201;GO:0006915;GO:0071560;GO:0008285;GO:1903645;GO:0043065;GO:0043280;GO:0010628;GO:1903638;GO:0090200;GO:0012501
ofav24090	GO:0005730;GO:0003723
ofav81006	GO:0005938;GO:0005829;GO:0001726;GO:0031532;GO:0007160;GO:0008360
ofav70397	GO:0012505;GO:0000079
ofav89926	GO:0005730;GO:0005634;GO:0006364
ofav55435	GO:0005737;GO:0046872;GO:0004722
ofav113803	
ofav113363	GO:0000439;GO:0019907;GO:0005737;GO:0005829;GO:0005675;GO:0071817;GO:0005654;GO:0005634;GO:0005819;GO:0005669;GO:0051539;GO:0043139;GO:0005524;GO:0004003;GO:0003677;GO:0046872;GO:0008022;GO:0047485;GO:0008353;GO:0007568;GO:0006915;GO:0030282;GO:0008283;GO:0032289;GO:0007059;GO:0006281;GO:0040016;GO:0048568;GO:0043249;GO:0030198;GO:0035315;GO:0022405;GO:0048820;GO:0060218;GO:0001701;GO:0035264;GO:0006289;GO:0033683;GO:0043388;GO:0045944;GO:0045893;GO:0009791;GO:1901990;GO:0001666;GO:0006979;GO:0009411;GO:0043588;GO:0021510;GO:0006366;GO:0006283;GO:0009650
ofav62979	GO:0030425;GO:0032045;GO:0043025;GO:0005088;GO:0021707;GO:0001934;GO:0048814;GO:0007264
ofav145287	GO:0044754;GO:0005930;GO:0005829;GO:0005770;GO:0030496;GO:0045335;GO:0005942;GO:0035032;GO:0016303;GO:0005524;GO:0035004;GO:0004672;GO:0000045;GO:0042149;GO:0000910;GO:0045022;GO:0007032;GO:0016236;GO:0048015;GO:0006497;GO:0034497;GO:0016485;GO:0032465;GO:0050708;GO:0043201
ofav46636	GO:0005581;GO:0005576;GO:0005578;GO:0007155;GO:0030574
ofav36153	
ofav160618	GO:0016021;GO:0005637;GO:0000030;GO:0018406
ofav38141	GO:0005737;GO:0004198;GO:0020037;GO:0019825;GO:0006508
ofav151128	GO:0005813;GO:0005829;GO:0101003;GO:0016021;GO:0016020;GO:0005654;GO:0005886;GO:0035579;GO:0070821;GO:0004842;GO:0008270;GO:0043312;GO:0042787;GO:0016032
ofav134700	GO:0000790;GO:0005654;GO:0005721;GO:0050681;GO:0003682;GO:0051213;GO:0019899;GO:0032452;GO:0032454;GO:0008270;GO:0001825;GO:0033169;GO:1900113;GO:0008284;GO:0010628;GO:0045666;GO:2000736;GO:2000036;GO:0006357;GO:0006351
